a1_price,a1_size,a2_price,a2_size,b1_price,b1_size,b2_price,b2_size,stale_seconds
100.1408,0.5996,100.2409,1.0933,99.9433,1.3161,99.8433,1.5373,0.3534
100.1147,0.5333,100.2148,0.8073,99.7835,0.9586,99.6837,1.998,0.4719
100.0346,1.1645,100.1347,1.1701,100.0704,1.3645,99.9703,1.7381,0.1177
99.8995,0.649,99.9994,1.3623,99.8829,0.8674,99.783,1.1467,0.2393
99.9773,0.5894,100.0773,1.7147,99.9061,1.4891,99.8062,1.7333,0.0434
99.9841,0.6394,100.0841,0.964,99.9249,1.0065,99.825,1.5265,0.1149
99.8729,1.1761,99.9727,1.6163,100.2182,0.7216,100.1179,1.1964,0.0126
99.7691,0.6339,99.8689,1.2492,99.7259,0.6993,99.6261,0.906,0.8671
99.7636,1.3132,99.8634,1.8237,99.7653,0.6417,99.6656,0.8777,0.1101
99.8954,0.8328,99.9953,0.877,99.7895,0.6489,99.6897,1.7515,0.64
99.8529,1.2848,99.9528,1.0485,99.8796,0.7695,99.7797,0.9611,0.5945
99.76,1.242,99.8597,1.8081,99.6787,1.2874,99.579,0.8198,1.1189
99.7421,0.6055,99.8418,1.5859,99.6355,0.8133,99.5358,1.979,0.5126
99.6921,0.6216,99.7918,1.8367,99.8738,0.7535,99.7739,1.9875,0.4408
99.4776,0.5735,99.577,1.4196,99.6137,1.2721,99.514,1.3192,0.5116
99.48,0.8678,99.5795,1.5249,99.4578,0.46,99.3583,1.8107,0.3927
99.4811,1.113,99.5806,1.2848,99.1491,0.4178,99.0499,1.51,0.0
99.5339,0.6111,99.6335,1.5839,99.4683,0.4591,99.3688,1.1761,0.5567
99.647,0.5644,99.7467,1.4962,99.9693,1.1279,99.8694,1.6654,0.2729
99.7502,0.4866,99.85,1.3114,99.7121,1.4404,99.6124,1.0613,0.3243
99.7359,0.6824,99.8357,0.9211,99.8497,1.0661,99.7499,1.6158,0.7271
99.6451,0.9351,99.7448,0.9613,99.7713,0.7183,99.6715,1.5949,0.5295
99.8371,1.0744,99.9369,1.4372,99.8457,1.1513,99.7459,1.5649,0.4764
99.8718,1.2565,99.9716,1.0984,99.7198,1.146,99.6201,1.8826,0.7388
99.8647,0.8243,99.9645,1.7349,99.518,1.1973,99.4185,0.8714,0.0396
99.87,1.4641,99.9699,1.7737,99.9174,0.5207,99.8175,0.9461,0.4794
99.8868,1.0539,99.9867,1.2139,99.7343,0.4384,99.6345,1.45,0.108
99.8703,1.2821,99.9701,1.8981,99.8582,1.2323,99.7583,1.7869,0.3179
99.8105,0.6381,99.9103,1.1163,99.6216,0.6294,99.522,1.7181,0.421
99.7744,1.3696,99.8742,1.5664,99.727,0.8264,99.6273,1.3109,0.4433
99.7515,0.4829,99.8513,0.8377,99.7257,1.165,99.626,1.3261,1.1078
99.7312,0.7051,99.8309,1.3711,99.7432,0.9178,99.6435,1.2661,1.0409
99.6519,1.3027,99.7515,1.3414,99.5154,1.064,99.4159,1.8746,0.0886
99.6836,1.4003,99.7833,1.5791,99.7819,0.4899,99.6822,0.9625,0.0637
99.6423,0.5712,99.7419,1.5565,99.5626,1.209,99.463,1.8316,0.0253
99.7576,0.7946,99.8573,1.8976,99.544,1.0326,99.4444,1.6858,0.1255
99.5476,0.9391,99.6472,0.8346,99.5271,0.4706,99.4276,1.4455,0.0806
99.6276,1.1941,99.7272,1.7728,99.6182,0.8531,99.5186,1.6957,0.6455
99.7595,0.8444,99.8593,1.614,99.7562,1.2404,99.6564,1.9903,0.0456
99.5943,0.5822,99.6939,1.0449,99.7421,1.1627,99.6424,1.9005,0.0
99.5571,0.8341,99.6566,1.0158,99.512,0.7136,99.4125,1.3461,0.0567
99.5115,1.2096,99.611,0.8094,99.4885,0.9932,99.389,1.7525,0.1302
99.3953,0.6929,99.4947,1.5239,99.2716,1.1358,99.1724,1.586,0.0
99.3302,1.3195,99.4296,1.7101,99.4319,0.7534,99.3324,0.9236,0.1531
99.248,0.479,99.3472,0.9131,99.2646,1.0412,99.1654,0.862,0.819
99.4208,0.7238,99.5202,1.716,99.3477,1.22,99.2484,1.095,0.1301
99.4664,1.2017,99.5659,1.6973,99.2207,0.8372,99.1215,1.0525,0.688
99.5732,1.1036,99.6728,1.0075,99.7108,1.151,99.6111,1.3126,0.4145
99.6198,1.0507,99.7194,1.6809,99.4809,0.9664,99.3814,1.7768,0.6679
99.5347,0.5659,99.6342,1.8031,99.4468,1.4295,99.3474,0.9644,0.9172
99.5061,0.9371,99.6056,1.1107,99.5158,1.23,99.4163,1.666,0.5765
99.5492,0.9027,99.6488,1.1939,99.3794,0.5741,99.28,1.0011,0.2105
99.4351,1.1281,99.5346,1.4605,99.2333,0.5343,99.1341,0.9352,0.4432
99.4837,1.1831,99.5832,0.8701,99.2278,1.0163,99.1286,0.9016,0.3241
99.4795,1.3941,99.579,1.8885,99.5457,1.1681,99.4462,1.9114,0.5601
99.4425,1.0267,99.5419,1.1673,99.3862,0.6396,99.2868,1.1926,0.5518
99.4987,1.0913,99.5982,1.0072,99.829,0.6845,99.7291,1.3617,0.5673
99.5675,1.4155,99.6671,1.6977,99.3953,1.1331,99.2959,1.4993,0.0
99.5232,0.9367,99.6227,1.0239,99.4032,1.3842,99.3038,1.0982,0.4755
99.6133,0.5932,99.7129,1.2463,99.5238,0.4311,99.4243,0.9645,0.2766
99.5204,0.5905,99.62,0.8653,99.5069,1.1223,99.4073,1.8044,0.7212
99.5703,0.6347,99.6699,1.1905,99.4957,0.5658,99.3962,1.5447,0.2914
99.6228,0.8619,99.7224,1.5359,99.6694,1.2378,99.5697,1.4548,0.6097
99.605,0.729,99.7046,1.231,99.4353,1.1895,99.3359,1.5336,0.4615
99.6314,0.5964,99.731,1.2514,99.4217,0.9146,99.3223,1.3033,0.3602
99.5074,1.1481,99.6069,1.8767,99.2777,0.5498,99.1784,1.1004,0.9597
99.5961,0.997,99.6957,1.7588,99.2909,0.4399,99.1916,1.9808,0.0
99.5774,0.722,99.6769,1.0092,99.4778,1.2707,99.3783,1.9465,0.1643
99.5562,0.855,99.6557,1.9429,99.4803,1.3062,99.3809,1.3773,0.1562
99.6293,1.0146,99.729,0.8697,99.5238,1.1659,99.4243,0.8634,1.0525
99.5685,1.2988,99.6681,1.7899,99.6964,0.6608,99.5967,1.1884,1.2761
99.4371,0.7161,99.5365,1.511,99.5558,0.7276,99.4562,0.8666,0.2306
99.3346,0.4028,99.434,0.9214,99.2558,1.2715,99.1566,1.9537,0.5655
99.3611,0.5615,99.4605,1.4612,99.1568,0.5591,99.0577,1.5335,0.0
99.2686,1.4266,99.3679,1.0348,99.1666,1.241,99.0674,0.8282,0.1006
99.4002,0.7877,99.4996,1.0082,99.3202,0.8106,99.2209,1.301,0.3042
99.2584,0.7307,99.3577,1.5879,99.1653,1.4107,99.0661,1.2807,0.1848
99.3722,1.3394,99.4716,1.486,99.2745,0.9005,99.1752,0.9796,0.1112
99.3975,0.8947,99.4969,1.1342,99.3027,1.4375,99.2034,1.8609,0.412
99.4124,0.6476,99.5118,1.2929,99.3062,1.3645,99.2069,1.433,0.1009
99.3377,0.7676,99.437,1.0495,99.2631,1.2804,99.1638,1.5494,0.0
99.3833,0.7677,99.4827,1.9518,99.3683,0.9721,99.2689,1.2808,0.3409
99.3763,0.9736,99.4757,1.7348,99.3956,0.7741,99.2962,1.0144,1.0195
99.4465,1.184,99.546,1.8584,99.354,0.8083,99.2546,0.8904,0.7185
99.4905,1.4542,99.59,1.322,99.5836,1.0856,99.4841,1.5996,0.0
99.47,1.2307,99.5694,1.7645,99.3462,1.0083,99.2468,1.3863,0.4784
99.4591,0.5253,99.5586,0.9007,99.2505,0.7735,99.1513,1.173,0.4818
99.4584,0.5841,99.5579,1.9741,99.4778,0.8125,99.3783,0.9283,1.1409
99.4861,0.9432,99.5856,1.8488,99.3412,1.376,99.2418,0.8132,0.2829
99.352,0.4429,99.4514,1.8173,99.3659,1.3503,99.2665,1.5155,0.598
99.2246,1.0319,99.3238,1.7757,98.9361,1.2649,98.8371,1.8681,0.5712
99.2731,1.4958,99.3724,0.9399,99.4539,1.3345,99.3545,1.3998,0.4193
99.3189,0.8263,99.4182,1.5357,99.3736,0.4616,99.2742,1.4078,0.2912
99.2957,0.869,99.395,1.9274,99.0764,0.8714,98.9774,1.23,0.5409
99.3107,0.8846,99.41,1.4233,99.0944,1.0952,98.9953,1.7608,0.8607
99.3378,0.9871,99.4372,1.2062,99.5113,1.1237,99.4118,1.6613,0.3305
99.2956,1.0139,99.3949,0.8679,99.1817,0.5869,99.0825,1.1424,0.7344
99.2173,0.4202,99.3165,1.7068,99.1003,0.6919,99.0012,1.172,0.0
99.2261,0.9807,99.3253,1.0591,98.9169,1.3729,98.818,0.9024,0.8065
99.1684,1.0774,99.2676,1.1508,99.0953,0.8628,98.9962,1.648,0.3353
99.1858,1.4706,99.285,1.8718,99.1137,0.7767,99.0146,1.9978,0.2325
99.0375,0.4668,99.1366,1.0846,99.1133,0.8687,99.0142,1.6767,0.5805
99.1501,1.0868,99.2492,1.0851,98.9557,0.9536,98.8567,1.9115,0.2047
99.1891,1.4805,99.2883,1.6503,98.9469,0.4687,98.8479,0.8422,0.748
99.1909,0.5852,99.2901,1.6734,99.2233,0.6021,99.1241,1.4138,0.6401
99.2519,1.4394,99.3512,0.8074,99.3574,0.9105,99.258,0.8296,0.3082
99.3992,1.3996,99.4986,1.4221,99.1689,0.4824,99.0698,0.9323,0.6069
99.4991,1.1622,99.5986,1.8411,99.6104,0.8031,99.5108,0.8519,0.3453
99.3562,1.4717,99.4556,0.8206,99.3358,1.4424,99.2364,1.2424,0.2715
99.2224,1.0221,99.3216,1.5648,99.3319,1.2134,99.2325,1.0173,0.2634
99.1663,1.4549,99.2655,1.5665,99.1622,1.3318,99.063,1.4481,0.521
99.2048,1.0403,99.3041,1.8402,98.8744,1.4486,98.7755,1.6104,0.3783
99.2243,1.0038,99.3235,0.8042,99.2068,0.444,99.1076,1.041,0.1947
99.1731,0.7354,99.2723,1.2321,99.295,0.8626,99.1957,0.9186,0.1371
99.2072,0.4466,99.3064,1.6087,99.0416,0.9911,98.9425,1.333,0.7803
99.1062,0.8705,99.2053,1.5693,99.0706,1.4489,98.9716,1.8075,0.556
99.0835,0.8686,99.1826,1.5737,99.0321,0.5948,98.9331,1.4726,0.4051
98.9451,1.4204,99.0441,1.2888,98.5866,1.4987,98.488,1.4951,0.5352
98.8848,0.4465,98.9837,1.5041,99.0692,0.702,98.9701,0.839,0.2016
98.796,1.2762,98.8947,1.1459,98.6704,0.6138,98.5717,1.9687,0.6838
98.7012,0.7978,98.7999,1.5217,98.7271,1.071,98.6284,1.4726,0.4882
98.8109,0.8441,98.9097,1.8349,98.7751,0.5992,98.6764,1.4531,0.6097
98.7152,1.4456,98.8139,1.5505,98.8267,1.2987,98.7279,1.5843,0.1288
98.9151,0.9324,99.014,1.6422,98.9292,0.6499,98.8302,0.8049,0.2136
98.95,0.7772,99.049,1.9626,98.9124,1.1645,98.8135,1.2816,0.2153
98.9707,0.5868,99.0696,0.9276,98.8436,1.3974,98.7447,1.9972,0.0055
98.903,0.5805,99.0019,0.8654,98.9805,0.7627,98.8815,1.354,0.172
98.9453,0.621,99.0443,1.7291,98.7199,1.1838,98.6212,1.5619,0.0612
98.9128,0.8259,99.0117,1.8908,98.9538,1.4665,98.8548,1.0084,0.4494
98.9269,0.5004,99.0258,1.3237,98.7538,1.04,98.6551,1.4265,0.0
99.1433,0.764,99.2424,1.4509,99.2659,1.4547,99.1667,1.0472,0.2736
99.1326,0.4731,99.2318,1.4622,99.1148,0.5154,99.0156,0.8268,0.4429
99.2269,0.5887,99.3261,1.4778,99.2506,1.1737,99.1514,1.043,0.0445
99.1391,1.0748,99.2383,1.2944,99.1253,1.1192,99.0262,1.9941,0.5884
99.1458,1.4316,99.2449,0.8051,98.9228,1.374,98.8239,0.8798,0.129
99.3074,0.5235,99.4067,1.6721,99.174,1.4388,99.0748,1.5329,0.3217
99.2493,1.1874,99.3485,1.7144,99.3156,0.6891,99.2163,0.8543,0.3399
99.3727,1.4064,99.4721,0.9683,99.3693,0.9914,99.27,1.5117,0.3487
99.4653,0.9978,99.5648,0.9189,99.5844,0.7507,99.4848,0.8615,0.0
99.4189,1.0178,99.5183,1.6314,99.4264,0.9853,99.327,1.3211,0.2558
99.4594,0.8261,99.5588,1.81,99.326,0.6413,99.2266,1.6811,0.2354
99.5155,0.727,99.615,1.3646,99.4244,0.5025,99.325,0.8551,0.9245
99.5967,0.5228,99.6963,1.0246,99.5764,0.9546,99.4768,1.819,0.2524
99.4629,0.48,99.5623,1.4826,99.134,1.0145,99.0349,1.82,0.7658
99.4136,1.4956,99.5131,1.4098,99.5968,0.7797,99.4972,1.0231,0.4013
99.3925,1.0111,99.4919,1.7899,99.4056,0.955,99.3062,1.8998,0.3319
99.3888,1.0909,99.4882,1.8084,99.5162,0.5631,99.4167,1.8264,0.0659
99.4257,0.6087,99.5251,1.9118,99.2257,0.4354,99.1265,1.355,0.5774
99.4229,0.7448,99.5223,1.5981,99.5661,1.3236,99.4666,1.2325,0.5104
99.3399,1.2623,99.4393,1.8766,99.5745,0.8826,99.475,1.0809,0.3832
99.3681,0.853,99.4674,1.6593,99.19,0.5204,99.0908,1.1246,0.3695
99.4224,1.3102,99.5218,0.8296,99.4873,1.1429,99.3878,1.919,0.1959
99.4414,0.6606,99.5409,1.6324,99.45,1.4726,99.3506,1.9547,0.2809
99.529,0.5631,99.6285,1.6424,99.3413,1.1983,99.2419,1.6091,0.321
99.627,0.7697,99.7267,1.0037,99.6226,1.0388,99.523,1.3804,0.2495
99.6574,0.7725,99.7571,1.1522,99.7012,0.6326,99.6015,1.1189,0.9872
99.6589,0.5043,99.7586,1.2162,99.5509,0.4402,99.4513,1.0237,0.1132
99.5193,1.1351,99.6189,1.6603,99.6194,1.0393,99.5198,1.9504,0.8055
99.5464,0.4236,99.646,1.6864,99.2986,1.4547,99.1993,1.8347,0.226
99.5656,0.5897,99.6652,1.5216,99.3765,1.1834,99.2772,1.1805,0.0664
99.5979,0.9935,99.6975,1.6291,99.5578,0.8635,99.4583,1.8248,0.0
99.4818,1.0133,99.5813,1.9483,99.4361,1.367,99.3367,1.2854,0.6143
99.3977,0.7207,99.4971,1.0813,99.2992,0.9858,99.1999,0.9371,0.0192
99.4606,1.4683,99.56,1.6727,99.5634,0.7846,99.4639,0.9114,0.1605
99.4717,0.9685,99.5712,1.0561,99.4908,0.9901,99.3914,1.8024,0.9395
99.5371,0.9951,99.6367,1.9127,99.6037,1.4251,99.5041,1.4153,0.8669
99.5194,0.7363,99.6189,1.3515,99.5117,0.6052,99.4122,1.5636,0.0633
99.5186,0.6174,99.6182,1.3756,99.5903,1.3763,99.4907,1.4797,0.4001
99.5987,1.1497,99.6983,1.2068,99.5309,1.0286,99.4313,1.3369,0.2561
99.5542,0.9426,99.6537,1.1552,99.7786,0.7588,99.6788,1.9531,0.451
99.5607,0.601,99.6602,1.1735,99.4405,0.9609,99.3411,1.8356,0.9393
99.5331,1.342,99.6327,1.172,99.7419,0.832,99.6421,1.2279,0.2157
99.5201,1.3161,99.6196,0.8532,99.4905,0.7393,99.391,1.6153,0.0
99.4774,0.9939,99.5768,1.0371,99.2853,0.8738,99.186,1.402,1.054
99.4808,1.3913,99.5802,1.113,99.6325,1.3546,99.5328,1.5731,0.2644
99.4375,0.6832,99.5369,1.2577,99.4509,0.7918,99.3514,1.2468,0.6494
99.5658,0.7501,99.6654,1.5454,99.649,0.5807,99.5493,1.8152,0.3641
99.4801,1.338,99.5796,1.0966,99.5858,0.4193,99.4862,1.543,0.8773
99.4849,0.9037,99.5844,1.4806,99.4701,1.3893,99.3706,1.9639,0.8512
99.4424,0.4922,99.5419,0.9929,99.3393,1.2065,99.2399,1.3176,0.6297
99.5644,0.8906,99.6639,1.1703,99.6385,1.0681,99.5388,1.0222,0.0104
99.5565,0.4702,99.656,1.1964,99.5541,0.6543,99.4546,1.8668,0.5516
99.658,0.4604,99.7576,1.0119,99.7046,1.0036,99.6049,1.3773,0.2295
99.5198,0.6932,99.6194,1.2138,99.2382,1.1139,99.139,1.8594,0.0
99.5716,0.6025,99.6711,1.8084,99.5798,0.5337,99.4802,1.058,0.3716
99.6291,0.4854,99.7288,1.9517,99.4993,1.3669,99.3998,1.7056,0.6924
99.6217,1.4268,99.7213,1.0642,99.798,1.32,99.6982,1.628,0.5009
99.7044,0.7811,99.8041,1.7293,99.7704,0.6887,99.6706,1.1943,0.5256
99.6595,0.5187,99.7592,1.9221,99.665,0.7201,99.5653,1.4247,0.5618
99.7949,0.7686,99.8947,1.7343,99.8344,1.341,99.7345,1.3227,0.3618
99.9574,0.816,100.0574,1.6973,99.8305,1.4042,99.7306,1.7059,0.5308
99.9453,0.8263,100.0453,1.4915,100.1177,1.3146,100.0176,1.0261,0.3081
99.8948,1.263,99.9947,1.5154,100.1225,1.3827,100.0223,1.0064,0.8194
100.029,0.4212,100.129,0.9346,100.0312,1.4896,99.9311,1.1365,0.3001
100.1622,1.4731,100.2624,1.019,100.3146,0.7972,100.2143,1.7034,0.7258
100.1187,0.9829,100.2189,1.8121,99.9997,0.6584,99.8997,1.331,1.0337
100.0844,0.571,100.1844,1.5151,99.9485,0.6756,99.8486,1.2006,0.2389
100.036,0.5011,100.1361,1.6231,100.0371,0.8719,99.9371,1.8377,0.3902
99.924,1.1641,100.0239,0.8097,99.9558,1.0784,99.8558,0.9125,1.0872
99.878,0.661,99.9779,1.3251,99.8085,1.3417,99.7087,1.0009,0.5173
99.7828,0.6921,99.8825,1.3345,99.8406,1.1835,99.7408,1.2511,0.9019
99.7242,0.6486,99.8239,1.5877,99.7388,0.5806,99.6391,0.8672,0.0897
99.7034,0.5331,99.8031,1.916,99.5905,1.0069,99.4909,1.7556,0.7324
99.7324,0.9444,99.8321,1.9349,99.8026,1.2223,99.7028,1.6767,0.0
99.8463,0.451,99.9461,1.4596,99.9392,0.9137,99.8393,1.9134,0.0945
99.8045,0.8525,99.9043,1.092,99.7825,0.5421,99.6827,1.8289,0.0779
99.8546,1.0141,99.9545,1.8336,99.9819,1.3142,99.8819,1.1385,0.1086
99.8516,1.4068,99.9515,1.2851,99.6569,0.833,99.5573,1.1633,0.4334
99.8243,0.9067,99.9241,1.1021,99.873,0.8123,99.7731,1.7599,0.2213
99.9066,0.9159,100.0065,1.8486,99.7173,0.4579,99.6176,1.867,0.7051
99.8013,0.6411,99.9011,1.6142,99.6668,1.0408,99.5671,1.4635,0.5824
99.8577,1.2924,99.9576,1.0597,99.736,1.2832,99.6363,1.2796,0.0
99.8706,0.6078,99.9705,1.7108,99.6985,0.5,99.5988,1.4177,0.3361
99.8847,1.0612,99.9846,1.4673,99.798,0.8451,99.6982,1.3149,0.2059
99.9337,0.6494,100.0337,1.3471,99.8552,1.4486,99.7553,1.8205,0.4162
100.1344,0.9916,100.2346,1.7369,100.1933,0.7462,100.0931,1.3783,0.6621
100.0757,1.4655,100.1758,1.6066,100.0159,0.5691,99.9159,0.9599,0.6236
100.0341,0.7249,100.1342,0.8257,99.8052,1.4386,99.7054,1.0037,0.152
99.9575,0.4105,100.0574,1.0846,100.0853,0.6585,99.9852,1.3064,0.0
99.9278,1.0105,100.0277,1.0921,99.7823,0.4574,99.6826,1.9271,0.012
99.8538,0.6054,99.9537,1.0381,99.8528,0.9197,99.7529,1.3899,0.9279
99.9502,0.6513,100.0502,1.3076,99.976,1.0131,99.876,1.8663,0.0499
100.1045,0.7587,100.2046,0.9603,100.0604,0.9382,99.9604,1.6961,0.3364
100.0286,0.4196,100.1287,0.8403,100.1541,0.9312,100.0539,1.1578,0.0705
99.981,1.3296,100.081,1.5226,100.0092,0.8993,99.9091,1.2895,0.1967
100.0213,1.3821,100.1214,1.998,99.8614,0.5996,99.7615,0.9445,0.3988
99.9795,0.5579,100.0795,1.5932,100.1788,1.1276,100.0786,1.8175,0.2881
100.0364,1.0741,100.1364,1.6259,100.0149,0.964,99.9149,1.3708,0.9603
100.0186,1.1096,100.1186,1.469,99.9956,1.1083,99.8956,1.5354,0.7075
99.8883,0.9717,99.9882,1.6182,99.9985,0.8944,99.8985,1.09,0.872
100.0288,0.4016,100.1288,1.472,100.0293,1.0497,99.9292,1.9665,0.0
100.1598,0.622,100.26,0.8846,100.2096,1.2501,100.1093,1.0996,0.0
100.1059,1.0698,100.206,1.6253,100.3908,0.9184,100.2905,1.8516,0.0
100.0901,1.3856,100.1902,1.8339,100.0586,0.5804,99.9585,0.8312,0.2407
100.132,0.499,100.2322,1.1439,100.0764,1.4695,99.9764,1.4702,0.6986
100.149,0.8984,100.2492,1.1783,100.1401,1.4353,100.04,1.8194,0.3027
100.1903,1.328,100.2905,1.4147,100.3089,1.2684,100.2086,1.0152,0.5015
100.3665,0.7201,100.4668,1.7532,100.162,0.9395,100.0619,0.8478,0.4154
100.3333,1.2393,100.4337,1.0023,100.0849,1.0946,99.9848,0.9028,0.3649
100.2597,0.6491,100.3599,0.955,100.1941,1.4406,100.0939,1.6543,0.4752
100.1831,1.2158,100.2832,1.3993,99.9639,0.9222,99.864,0.932,0.0
100.1183,1.4749,100.2184,1.7559,100.0453,0.8543,99.9452,0.9816,0.5302
100.1218,1.2639,100.222,0.9465,100.124,0.6083,100.0239,1.0538,0.9025
100.2329,0.7457,100.3331,0.9016,100.1257,0.911,100.0256,1.6977,0.4996
100.2274,0.6438,100.3276,1.0639,100.0185,1.4419,99.9185,1.945,0.2078
100.2355,0.7742,100.3357,1.1818,100.21,1.4522,100.1098,1.7469,0.1919
100.2316,1.1964,100.3319,1.0232,100.2855,1.4005,100.1853,1.7934,0.2666
100.3295,1.1225,100.4298,1.5846,100.1071,0.5044,100.007,1.1826,0.3275
100.5424,1.4921,100.643,1.6141,100.5913,1.2031,100.4907,1.0555,0.3284
100.4875,0.6738,100.5879,1.0815,100.5469,0.612,100.4464,1.4897,0.2647
100.448,0.7609,100.5485,1.7844,100.5291,0.6023,100.4285,1.3576,0.3957
100.55,0.4614,100.6506,1.9733,100.6677,1.2697,100.567,1.3881,0.2851
100.594,0.4952,100.6946,1.5109,100.8138,1.2346,100.7129,1.0289,0.8545
100.7276,1.2451,100.8283,1.7636,100.6821,1.3673,100.5814,1.9252,0.4987
100.7863,0.8461,100.887,1.4825,100.7607,1.2697,100.66,1.6366,0.0
100.7432,0.6885,100.8439,1.067,100.6624,1.18,100.5618,0.9017,0.09
100.7832,1.2158,100.884,1.6321,100.7837,0.6759,100.6829,1.1034,0.8605
100.8885,1.3641,100.9894,1.8226,101.0277,1.4614,100.9267,1.4977,0.6264
100.969,1.3995,101.07,1.7702,100.7845,1.3841,100.6837,0.814,0.3896
101.0097,1.278,101.1107,0.9526,100.8466,0.8355,100.7457,1.1258,0.5836
101.0686,0.7208,101.1696,0.9479,101.2177,1.2863,101.1165,0.8111,0.0757
101.1705,1.0479,101.2716,1.1051,101.2793,0.6849,101.1781,1.386,0.2133
101.2668,1.118,101.3681,0.9456,101.2277,0.5931,101.1265,1.0966,0.3739
101.354,1.0589,101.4554,1.0899,101.3888,0.9395,101.2874,0.8889,0.5203
101.34,0.4382,101.4413,1.3625,101.3535,0.8385,101.2522,0.9643,0.9689
101.3368,1.4593,101.4381,1.7978,101.4986,0.9099,101.3971,1.685,0.0
101.4403,0.5409,101.5417,1.4145,101.4174,0.707,101.316,0.9934,0.034
101.3709,1.1689,101.4723,1.3475,101.4539,0.9843,101.3524,0.9757,0.3269
101.3949,0.5537,101.4963,1.5001,101.6808,1.4835,101.5791,0.9155,0.6404
101.3392,0.4795,101.4405,1.8511,101.4229,0.9767,101.3215,1.2899,0.2606
101.3595,0.7406,101.4609,1.1565,101.3519,0.7364,101.2506,1.8618,0.7212
101.4717,1.2786,101.5732,1.1085,101.5373,1.0798,101.4357,1.3521,0.8236
101.4871,1.2607,101.5886,1.1711,101.4232,1.1075,101.3218,1.8587,0.1653
101.4771,0.9677,101.5786,1.2152,101.7484,1.1394,101.6466,1.9412,0.347
101.3939,0.9342,101.4953,1.3594,101.3615,1.12,101.2601,0.9242,0.5013
101.4188,1.1369,101.5202,0.8161,101.3887,0.6251,101.2873,1.6194,0.3404
101.4854,1.2408,101.5869,1.8078,101.3661,0.7214,101.2647,1.9172,1.0408
101.667,1.0564,101.7687,0.9473,101.77,1.4594,101.6683,0.9475,0.5726
101.6427,0.6804,101.7443,1.7764,101.6914,1.0805,101.5898,1.8058,0.0
101.658,1.414,101.7597,0.8435,101.5462,1.3417,101.4447,1.077,0.5049
101.6612,1.3336,101.7629,0.967,101.702,1.0382,101.6003,1.8657,0.9828
101.782,1.2851,101.8838,1.6838,101.6031,1.4179,101.5015,1.3362,0.3375
101.796,0.5904,101.8978,0.8574,101.8065,0.6711,101.7047,0.9718,0.0
101.8167,0.4428,101.9185,0.8432,101.8498,1.3147,101.7479,1.5097,0.4845
101.8464,0.7939,101.9483,1.8731,102.0512,0.4772,101.9492,1.9764,0.0
101.885,1.147,101.9869,1.7161,101.758,0.8723,101.6562,1.834,0.5515
101.838,0.5658,101.9399,1.1346,101.6492,0.5028,101.5475,1.0531,0.4723
101.8631,0.4859,101.965,1.3129,101.707,0.9856,101.6053,1.8784,0.3547
101.9566,1.4975,102.0586,1.7041,101.7406,1.4679,101.6388,1.7445,0.3389
101.8445,1.1113,101.9463,1.2209,102.0011,0.7007,101.8991,1.4929,0.1384
101.8483,1.4269,101.9502,0.842,102.0224,1.2462,101.9204,1.6673,0.4435
101.8265,0.6247,101.9284,1.4543,101.8358,1.2419,101.734,1.8748,0.9593
101.9145,1.2687,102.0164,1.0343,102.0509,1.0597,101.9488,1.1986,0.0927
101.7967,1.4559,101.8985,1.2549,101.7697,0.4105,101.668,1.1406,0.0553
101.7582,0.5312,101.86,0.9234,101.7287,0.4852,101.6269,1.5119,0.2229
101.7868,1.3482,101.8886,1.3092,101.7123,1.4073,101.6106,1.3975,0.0034
101.9192,0.8387,102.0211,1.7005,101.8439,0.4805,101.742,0.9074,0.3347
101.8948,1.2695,101.9967,1.8995,101.6737,0.8272,101.5721,1.5157,1.1599
101.8482,0.9508,101.9501,1.9779,101.8435,1.3142,101.7416,1.8941,0.6893
101.9948,0.692,102.0968,1.0505,101.9782,1.4387,101.8762,0.8232,0.1393
101.8678,1.4619,101.9697,0.9791,101.9338,1.3014,101.8319,1.1311,0.0
101.7108,1.0441,101.8125,1.2177,101.703,1.1231,101.6013,0.8188,0.1821
101.7327,0.4708,101.8344,0.9196,101.7006,0.8609,101.5989,1.7778,0.2957
101.7215,1.0318,101.8232,1.722,101.5628,0.7177,101.4612,1.2908,0.5586
101.6246,0.9764,101.7262,0.9618,101.5958,0.4286,101.4942,0.9834,0.1706
101.6817,0.6087,101.7834,1.2054,101.7192,0.4857,101.6174,1.03,0.4682
101.6905,1.4024,101.7922,0.8232,101.5472,1.1188,101.4456,1.2613,0.7111
101.6317,0.6458,101.7334,1.8167,101.6301,0.9411,101.5284,1.787,1.0057
101.5284,0.8466,101.6299,1.9816,101.5475,1.2475,101.4459,1.9591,0.0
101.6158,1.231,101.7174,1.8563,101.4894,1.4606,101.3879,1.1895,0.9617
101.6526,1.2786,101.7542,1.0528,101.5912,1.0001,101.4896,1.0158,0.5966
101.6681,0.5607,101.7698,1.5589,101.6547,1.0522,101.553,0.9449,0.3305
101.8282,0.7586,101.93,1.4756,101.647,0.6059,101.5453,1.7607,0.3325
101.7427,1.2225,101.8444,1.1379,101.7526,0.4219,101.6508,1.4495,0.0
101.6106,1.4523,101.7122,1.2695,101.4721,0.8621,101.3707,1.9627,0.7825
101.5351,1.019,101.6366,1.9695,101.6581,1.1578,101.5564,1.874,0.7397
